49;447240;T0390967368;BRWMB0103384
49;483454;T0390967368;BRBMG9900300
49;2598008;T0390967368;
49;2598013;T0390967368;
49;2598018;T0390967368;
49;4412449;T0390967368;USA371346436
49;12682159;T0390967368;BRMVP0300275
49;13560541;T0390967368;BRWMB9701745
51;15602;T0426515992;BRONE0500082
51;2745323;T0426515992;BR03D1200765
51;12611569;T0426515992;BRUM71600254
51;12764528;T0426515992;BRRGE1606194
53;4322;T0391804811;
53;5972;T0391804811;
53;1153088;T0391804811;BRAPI0400182
53;1336715;T0391804811;BRCHX0700022
53;1822186;T0391804811;BRCHX1000035
53;12072127;T0391804811;BRP5S1600035
55;53969;;
55;1707695;;
57;23385;T0393773697;BRSME9700061
57;123217;T0393773697;BRSME9700047
58;18871;T0390261730;BRPGD9500801
58;21728;T0390261730;BRPGD9600604
58;23351;T0390261730;BRSGL9700014
58;820914;T0390261730;BRWMB0200060
58;1232282;T0390261730;BRAPI0701393
58;1422563;T0390261730;BRVLS0500035
58;1542030;T0390261730;BRAPI0900042
58;1542069;T0390261730;BRAPI0900081
58;1811435;T0390261730;BRCHX1000016
58;1811456;T0390261730;BRCHX1000002
58;3007916;T0390261730;BRCHX1300003
58;3007917;T0390261730;BRCHX1300017
58;5926262;T0390261730;BXMI01400012
58;12265113;T0390261730;BR03D1600419
58;16209921;T0390261730;
58;16360724;T0390261730;
58;16410970;T0390261730;BR4P61800005
67;6635;T0390967346;
67;49537;T0390967346;BRMCA0000056
67;55514;T0390967346;BREMI0100071
67;808972;T0390967346;BRPMC0400023
67;814538;T0390967346;BRMCA0200175
67;1390843;T0390967346;BRSME8500184
67;1390934;T0390967346;BRSME8500012
67;1845302;T0390967346;BREMI0900393
67;18173502;T0390967346;
73;20149;T0390967335;BRPGD9600242
73;29538;T0390967335;BRSGL9800047
73;37442;T0390967335;
73;37461;T0390967335;
73;484632;T0390967335;BRMCA0200532
73;486470;T0390967335;BREMI5400093
73;649727;T0390967335;BRBMG9402140
73;700265;T0390967335;BRAPI0301340
73;1154605;T0390967335;BRBMG8600222
73;1473266;T0390967335;BRWMB9806456
73;1527896;T0390967335;BREMI9600056
73;2494789;T0390967335;BREMI5900026
73;11342129;T0390967335;BRSME1500441
81;32550;T0394099627;BRBMG9800542
81;850947;T0394099627;BRWMB0400404
82;46992;T0390967459;BRVLS0000039
82;249136;T0390967459;
82;994838;T0390967459;BRGVC0500195
84;832848;T0712460586;BRSME9200127
84;1480933;T0712460586;BRPUI0800686
84;12829746;T0712460586;BRCKY1600013
85;13458;T0394653769;
85;475372;T0394653769;BRBMG0200183
85;817235;T0394653769;BRRI90500015
85;2150958;T0394653769;FR08F9400650
85;2244604;T0394653769;BREMI7000007
89;31985;T0390261832;BRPGD980363
89;36185;T0390261832;BRSME9900075
89;1216660;T0390261832;BREMI0501118
89;1739251;T0390261832;BRSW31000033
89;1739252;T0390261832;BRSW31000011
89;10429919;T0390261832;BRSME1400909
90;14263;T0390967313;
90;49543;T0390967313;BRMCA0000043
90;1247149;T0390967313;BRUM70701280
90;2726179;T0390967313;
90;2732246;T0390967313;
90;11341213;T0390967313;
90;13518457;T0390967313;BRBMG8900031
91;17481;T0390261843;BREMI9500151
91;51420;T0390261843;
91;249147;T0390261843;
91;1512472;T0390261843;BRLHL0800099
91;3255593;T0390261843;BRC071300376
98;43094;T0390261865;BREMI9900323
98;830180;T0390261865;
98;2500978;T0390261865;BREMI8400142
100;5292;T0390967299;
100;10930;T0390967299;
100;28953;T0390967299;
100;111040;T0390967299;
100;931873;T0390967299;BRSKY0500957
100;997462;T0390967299;BRAPI0500806
100;2741153;T0390967299;BRDKU1200003
100;3094184;T0390967299;BRWMB9801943
100;3223851;T0390967299;BRWMB9800881
100;5925238;T0390967299;BRACT1400014
103;499811;T0390261898;
103;1591862;T0390261898;BRPUI0700115
103;1938160;T0390261898;JPPO00400120
105;19627;T0390967288;BRPGD9600086
105;26434;T0390967288;BRBMG9701248
105;40526;T0390967288;
105;47752;T0390967288;BRSME0000030
105;249158;T0390967288;
105;713391;T0390967288;BRBMG9701198
105;1099304;T0390967288;
105;1335484;T0390967288;BRSME0800189
105;1680476;T0390967288;BRXA60800031
105;1736695;T0390967288;BRBMG9402420
105;1796294;T0390967288;BRJLS1000301
105;1871764;T0390967288;BRKUA8401807
105;1993121;T0390967288;USIE19800004
105;2085520;T0390967288;
105;5733683;T0390967288;BRUM71400191
105;9025157;T0390967288;BRKUA8401806
105;9325066;T0390967288;BRRGE1403380
105;10748119;T0390967288;BRZ741500004
105;11600103;T0390967288;BRKUA0000069
105;12112481;T0390967288;
105;20028588;T0390967288;
105;20395294;T0390967288;BRSME1600888
106;24323;T0390261912;BRPGD9700087
106;249163;T0390261912;
106;441825;T0390261912;BRPGD9700638
106;486476;T0390261912;BREMI5400097
106;506552;T0390261912;BRBMG6500026
106;599910;T0390261912;BRKUA0114804
106;806054;T0390261912;BRAPI0301069
106;824064;T0390261912;BRDEP0400374
106;853943;T0390261912;BREMI7000095
106;1382960;T0390261912;BRLKP0800120
106;1669690;T0390261912;BR2I31000090
106;1756555;T0390261912;BRMME0900005
106;2487787;T0390261912;BRWMB9801248
106;11829466;T0390261912;BXCIP1500009
109;19114;T0390261945;
109;489724;T0390261945;BRSGL0100068
109;662719;T0390261945;BRMCA0000646
109;931819;T0390261945;BREMI3500005
109;1505865;T0390261945;BRMPC0900016
111;7046;T0390261956;BRPGD8600035
111;498997;T0390261956;BRBMG9700864
111;531403;T0390261956;
111;531416;T0390261956;BREMI8400037
111;572415;T0390261956;BREMI0300034
111;1863014;T0390261956;BRLPH1000001
111;3281006;T0390261956;BRIGL1300017
111;6244699;T0390261956;BRMZA1200090
111;9961200;T0390261956;
111;12240561;T0390261956;BRUM71501329
111;12240592;T0390261956;BRUM71501334
111;12240613;T0390261956;BRUM71501338
111;17638003;T0390261956;
113;11494;T0044064609;BRRGE9100017
113;32469;T0044064609;BRPGD9800369
113;502814;T0044064609;BRBMG8000053
113;537543;T0044064609;BRSGL8800040
113;1541696;T0044064609;BRWMB9600941
113;2585071;T0044064609;BRUM71201211
113;3095306;T0044064609;BRWMB9701662
113;12274930;T0044064609;BRWMB1500118
122;572827;T0390262006;BRBMG3300009
122;572830;T0390262006;
123;502785;T0390967277;BRMCA0200068
123;841063;T0390967277;BREMI8800023
123;1003727;T0390967277;BRMVP0201403
123;1044475;T0390967277;BRESM0600023
123;1045099;T0390967277;BRESM0600058
123;1107843;T0390967277;BRSGL9500360
123;1179668;T0390967277;BREMI0700198
123;1268861;T0390967277;BRD1R0500014
123;1469308;T0390967277;BRAPI0800875
123;2496668;T0390967277;BRSME1200331
123;9492200;T0390967277;BRTKV1400111
123;10390330;T0390967277;BRSME1401070
123;12107057;T0390967277;
123;12344088;T0390967277;
123;15371911;T0390967277;
123;17638014;T0390967277;
126;713362;T0390879749;BRGCD0400019
126;804134;T0390879749;BRBMG0400351
126;1473816;T0390879749;BRJLS0900068
126;2144944;T0390879749;BRPGD9900248
126;13321882;T0390879749;BXGET1600384
126;13374671;T0390879749;BXP1A1700044
128;19300;T0394202051;
128;38019;T0394202051;BRWMB9900815
130;25143;T0390262039;
130;51503;T0390262039;
130;249184;T0390262039;
130;340676;T0390262039;
130;866777;T0390262039;BRKUA0519513
141;30257;T0390262051;BRKUA9810402
141;487146;T0390262051;BRSME0200090
141;580370;T0390262051;BRMUD0200013
141;837812;T0390262051;BREMI9500217
141;963125;T0390262051;BREMI0400166
141;1506888;T0390262051;BREMI8800407
141;1847923;T0390262051;BREMI8600057
141;5733053;T0390262051;
141;6240786;T0390262051;BR3WL1400003
145;29668;T0390262073;
145;383143;T0390262073;
145;2726147;T0390262073;
145;2726180;T0390262073;
145;2743781;T0390262073;
145;2748664;T0390262073;BRMCA7300122
158;1846590;T0390262120;BREMI1000287
158;12758987;T0390262120;
161;2110337;T0416200695;NLB630000094
161;2145417;T0416200695;NLB637890055
166;806321;T0390262153;BREMI7400029
166;2732827;T0390262153;BRKUA7800009
168;1933677;T0702037624;USDW10110108
168;3144065;T0702037624;ARF410700675
169;249195;T0391976116;
169;2724435;T0391976116;BRWMB9806808
178;9144;T9007960465;
178;10081;T9007960465;
182;6835;T0391396374;
182;122561;T0391396374;BREMI7500187
182;249209;T0391396374;
182;400672;T0391396374;
182;418845;T0391396374;BREMI4800002
182;469672;T0391396374;BRBMG9000109
182;486490;T0391396374;BREMI5400103
182;1065299;T0391396374;BRSGL7500062
182;1375269;T0391396374;BRGCD0300146
182;1584207;T0391396374;BRKMM0900045
182;2487792;T0391396374;BRWMB9805256
182;3287891;T0391396374;BRECI1200118
182;19548685;T0391396374;
186;13869;T0391920652;BRRGE9300509
186;14653;T0391920652;BRWMB9802293
186;15219;T0391920652;BRPGD9400051
186;20888;T0391920652;BRPGD9600411
186;36575;T0391920652;BRSGL9900069
186;37453;T0391920652;
186;249211;T0391920652;
186;659509;T0391920652;BRMVP0302073
186;824785;T0391920652;BRSGL8900055
186;1035500;T0391920652;BREMI7300427
186;1510377;T0391920652;BREMI8300323
186;1597957;T0391920652;BRACP0900214
186;1626103;T0391920652;BRSME0900827
186;2532800;T0391920652;BRWNK1200868
186;3091857;T0391920652;BRWMB9802765
186;3091858;T0391920652;BRWMB0000448
186;5758912;T0391920652;
187;15985;T0390262200;
187;16862;T0390262200;
187;20886;T0390262200;BRPGD9600409
187;922905;T0390262200;BRESM0500218
187;930202;T0390262200;BREMI0301134
187;1448293;T0390262200;BRUV70800331
187;4005389;T0390262200;BRBGK1400012
187;6304982;T0390262200;BRRGE1403314
187;10642041;T0390262200;BRBGK1500021
187;12664700;T0390262200;BRLSR0400316
189;10237;T0393084688;
189;1232276;T0393084688;BRAPI0701389
189;3093324;T0393084688;BRWMB9703644
190;13349;T0390262211;
190;28201;T0390262211;BRWMB9801775
190;35583;T0390262211;BRPGD9900038
190;249220;T0390262211;BRPGD8100056
190;568160;T0390262211;BRBMG0300116
190;635843;T0390262211;BRNMT0300006
190;857370;T0390262211;BREMI8000014
190;1329100;T0390262211;
190;1392178;T0390262211;BRSME0700170
190;2942445;T0390262211;BRMUD1200082
190;11476567;T0390262211;
190;16317987;T0390262211;BRZU81800013
190;20029159;T0390262211;
197;1312630;T0700008032;BRAMD0001901
197;1944031;T0700008032;USC4R0508184
197;1946132;T0700008032;USMO17300568
197;1955668;T0700008032;USC4R0405774
197;1988009;T0700008032;FRZ028980450
197;2004655;T0700008032;USC4R0300407
197;2008765;T0700008032;USFI80200083
197;2008791;T0700008032;USFI88400248
197;2009614;T0700008032;USFI85600254
197;2017007;T0700008032;DEN120407980
197;2019665;T0700008032;USC4R0301128
197;2022737;T0700008032;USUM70507227
197;2032621;T0700008032;USFI88400090
197;2050295;T0700008032;NLF050390226
197;2073684;T0700008032;USFI89100095
197;2074867;T0700008032;USFI86400427
197;2075037;T0700008032;USFI85300017
197;2086656;T0700008032;USFI85400235
197;2091111;T0700008032;USFI85400031
197;2094650;T0700008032;USFI86900681
197;2094685;T0700008032;USFI85500048
197;2109417;T0700008032;USGR10500004
197;2151855;T0700008032;GBUM71029420
197;2282280;T0700008032;USSB29400039
197;2332463;T0700008032;USFI87400174
197;3250211;T0700008032;USSM10503064
197;3263613;T0700008032;USSM17700976
197;5796304;T0700008032;DEA116802150
197;5827862;T0700008032;BRDEP1400030
197;5992091;T0700008032;USF096400450
197;6075965;T0700008032;USBB16301023
197;10634010;T0700008032;USCA25600027
199;3236;;
199;19805;;BRWMB9600993
199;26226;;BRPRX9801678
199;432758;;
199;448136;;
199;610966;;BRBCJ0200513
199;1654984;;BRC4M0910163
202;3244;T0390967233;
202;21526;T0390967233;BRSGL9600414
202;529746;T0390967233;BRVEA0200014
202;576935;T0390967233;BRVEA0200327
202;576959;T0390967233;BRVEA0200031
202;604869;T0390967233;BRAPI0301043
202;623551;T0390967233;BRAPI0201005
202;989215;T0390967233;BRAPI0501425
202;1473814;T0390967233;BRJLS0900066
202;1650902;T0390967233;BRBMG7800176
202;2141561;T0390967233;BRTWI1100123
202;2735048;T0390967233;BROKK1200014
202;3253292;T0390967233;BRM7K1300367
202;12072122;T0390967233;BRP5S1600028
202;12668000;T0390967233;BRI9C1500185
202;13652074;T0390967233;BRLSR0200233
203;15373;T0390694071;BRPGD9400217
203;249227;T0390694071;
203;483596;T0390694071;BRBMG0000359
205;3257;T0390262266;
205;3259;T0390262266;
205;32692;T0390262266;
205;3223900;T0390262266;BRWMB9802880
205;3257274;T0390262266;BRWMB9705384
207;11743;T0393420933;
207;21859;T0393420933;BRPGD9600691
207;1094237;T0393420933;BRBGC0600186
207;5827902;T0393420933;BRDEP1400097
207;11091715;T0393420933;BRUKM1300025
207;11091717;T0393420933;BRUKM1300102
207;19055372;T0393420933;
210;8516;T0395469698;
210;11027;T0395469698;BRUM70601229
210;16141;T0395469698;BRPGD9400396
210;489802;T0395469698;BRMCA0100349
210;619891;T0395469698;BRDEP0300299
210;830547;T0395469698;BRDEP0500052
210;1270908;T0395469698;BRL5T0700017
210;3251918;T0395469698;
211;1143;T0390262277;
211;5979;T0390262277;
211;20090;T0390262277;BRGDT0200394
211;24591;T0390262277;BRWMB9702224
211;249231;T0390262277;
211;249232;T0390262277;
211;662765;T0390262277;
211;663376;T0390262277;BRBGK0100043
211;1083248;T0390262277;BRCMP0600154
211;1814628;T0390262277;BR5DP1000005
211;2141540;T0390262277;BRTWI1100102
211;2482762;T0390262277;BRSME1100696
211;2484457;T0390262277;BRSME1100740
211;2944144;T0390262277;BRBMG7600050
211;3092397;T0390262277;BRWMB9705809
211;19467006;T0390262277;
212;19496;T0390262288;BRPGD9600034
212;35155;T0390262288;BRBMG9800720
212;446994;T0390262288;BRPGD9800518
212;815688;T0390262288;BRPGD0000004
212;1288975;T0390262288;BRUM70700999
212;1330453;T0390262288;BRR9G0700012
212;1561206;T0390262288;BR1P90900017
212;1577760;T0390262288;BRWMB9704965
212;1690701;T0390262288;BRN690700001
212;2270309;T0390262288;BRMCA7300196
212;12727989;T0390262288;BRZ2A1600153
214;16959;;
214;25307;;
214;306543;;
214;918407;;USCA29901321
214;1232827;;USCA20601830
214;1289789;;BRRGE9300007
214;1307217;;CAC229900131
214;1445742;;BRRGE0800310
214;1625057;;USPH37700096
214;1960410;;CH0899800433
214;1968608;;USC4R1021318
214;1999929;;USUM70601208
214;2007710;;GBUM70500569
214;2025815;;USC4R0301516
214;2038636;;USC4R0301171
214;2045090;;USC4R0304367
214;2088851;;USFI86000926
214;2091098;;USFI86300427
214;2109243;;DEN120305119
214;2200076;;USRH10803016
214;2433857;;USCA21102123
214;3299770;;US25A0462802
216;282374;T0390262299;BRPDG6600015
216;1528458;T0390262299;BREMI9800401
216;1938158;T0390262299;JPPO00400100
216;2518830;T0390262299;BRWMB9703875
217;16376;T0390262302;BRBMG9402149
217;37067;T0390262302;
217;37459;T0390262302;
217;700308;T0390262302;BRAPI0301349
217;1252601;T0390262302;BRBSU0700005
217;2492451;T0390262302;BREMI9600218
217;11342112;T0390262302;BRSME1500433
221;21857;T0393404277;BRPGD9600684
221;26358;T0393404277;BRSME9700694
225;13098;T0708809942;
225;16253;T0708809942;BREMI9400339
225;317463;T0708809942;BRMCA0100598
225;318537;T0708809942;BRMCA0100580
225;362972;T0708809942;BRAMD0100669
225;374160;T0708809942;BRIME0200012
225;529269;T0708809942;BRMCA0100226
225;635535;T0708809942;BRTPA0300121
225;825039;T0708809942;BRGMN0400013
225;826082;T0708809942;BRBMG0300276
225;1072047;T0708809942;BRUM70500811
225;1468190;T0708809942;BRNMT0700028
225;1943118;T0708809942;USC4R0714348
225;1971272;T0708809942;USC4R1021105
225;2244805;T0708809942;USWB10104370
225;5978982;T0708809942;JPTO09807280
225;9720007;T0708809942;BRCHX1400006
225;13400644;T0708809942;
225;18319242;T0708809942;BRMCA0100732
228;1146317;T0700045948;
228;1934601;T0700045948;USGR10300624
228;1958375;T0700045948;USC4R0816802
228;1958602;T0700045948;USUM70753006
228;2004224;T0700045948;USMO18382861
228;2012577;T0700045948;USC4R0301280
230;2190;T0390262357;
230;5271;T0390262357;
230;13622;T0390262357;
230;467767;T0390262357;BREMI7300643
230;606309;T0390262357;BRBCJ0200120
230;836692;T0390262357;BRPUI0400120
230;1093444;T0390262357;DEN960430613
230;1567426;T0390262357;BRPUI0700412
230;2550303;T0390262357;BRWMB9700393
230;2600282;T0390262357;BRMCA6400232
230;2934095;T0390262357;BRP2N1300011
230;3095294;T0390262357;BRWMB0500972
230;3232999;T0390262357;BRKUA0015506
237;319424;T0390262379;
237;570655;T0390262379;BRBMG7400061
237;3526203;T0390262379;
237;11829348;T0390262379;BRJLS1500255
237;12679515;T0390262379;
237;12870770;T0390262379;BXGET1600116
247;249243;T0392609538;
247;249244;T0392609538;
247;964952;T0392609538;BRSO70500005
247;1362798;T0392609538;BRAPI0800143
253;309670;T0394202084;BRAMD0100743
253;594846;T0394202084;BRDEP0200135
253;1062485;T0394202084;
253;1663392;T0394202084;BRLHL0800091
253;3749861;T0394202084;BRIAW1300064
253;3789014;T0394202084;BRIAW1300105
254;14592;T0392086428;
254;15217;T0392086428;BRPGD9400046
254;39289;T0392086428;
254;249247;T0392086428;
254;1849729;T0392086428;BREMI8900086
254;3093839;T0392086428;BRWMB9802752
254;3093840;T0392086428;BRWMB9705283
257;2165;T0392902032;BRMCA7800190
257;23317;T0392902032;
257;1961933;T0392902032;USPR39402747
257;6028181;T0392902032;USWB11103089
258;17909;T0390262471;
258;1106919;T0390262471;BRAPI0601579
258;3094370;T0390262471;BRWMB9705835
258;3094371;T0390262471;BRWMB9701282
258;9202572;T0390262471;
258;18095711;T0390262471;BXNT61800334
262;17749;T0391670500;BRBMG9500147
262;485678;T0391670500;
262;1587370;T0391670500;
262;12245582;T0391670500;
271;36609;T0390262493;BRSGL9900021
271;6293868;T0390262493;BRPGD9500805
284;15599;T0030812102;BREMI9400142
284;453807;T0030812102;BRMCA0200093
284;1081988;T0030812102;BRMCA6300085
284;2163653;T0030812102;BRMCA6300037
284;11348541;T0030812102;BRC8L1400003
286;4853;T0404722366;
286;441201;T0404722366;
286;1045927;T0404722366;BRC070501407
286;1354433;T0404722366;BRAPI0702060
286;1354514;T0404722366;BRAPI0702116
286;1849820;T0404722366;BREMI8300019
294;3472;T0390000755;
294;491988;T0390000755;BRLUM9800107
294;652400;T0390000755;BRM050400007
294;1072034;T0390000755;BRUM70500810
294;1211149;T0390000755;BRAPI0302326
294;1468189;T0390000755;BRNMT0700027
294;1744241;T0390000755;BRLRO1000009
294;2084693;T0390000755;BRLRO1100008
294;2450196;T0390000755;JPB600761903
294;2746663;T0390000755;BRMCA7400161
294;3746303;T0390000755;BRV5G1300034
294;14280053;T0390000755;BRPUI1700156
294;18126383;T0390000755;BRDEP1800078
297;322804;T0393482160;
297;546610;T0393482160;BRPUI0200196
297;791641;T0393482160;BRJN80400013
297;836903;T0393482160;
297;974017;T0393482160;BRABZ0500185
297;1088672;T0393482160;BRWIC0600018
297;1393098;T0393482160;DEN960532606
297;2492453;T0393482160;BREMI6300269
297;2594932;T0393482160;BREMI7700534
297;3350532;T0393482160;BRZ9C1300013
299;2556;T0393404437;
299;837419;T0393404437;
302;441985;T0044087140;BREMI9600214
302;442012;T0044087140;BRPGD9600031
302;1270484;T0044087140;BRECI0700225
302;2165028;T0044087140;BRPGD6600031
302;2591757;T0044087140;BRTVB1200412
302;3272661;T0044087140;
302;5827892;T0044087140;BRDEP1400111
302;12554731;T0044087140;GBCLQ1200291
304;1610;T0397570921;
304;559956;T0397570921;BREMI7200725
304;683931;T0397570921;BRSME9700619
304;814559;T0397570921;BREMI6900034
304;838653;T0397570921;BREMI9700788
304;907122;T0397570921;BREMI0500446
304;6291768;T0397570921;BRPUI1000680
308;1698;T0702276412;
308;53906;T0702276412;BRMCA0000403
308;113944;T0702276412;
308;837426;T0702276412;
308;1207252;T0702276412;BRL0P0700053
308;1811149;T0702276412;
308;1847926;T0702276412;BROIA1000003
308;1913458;T0702276412;BREMI7800021
308;3776960;T0702276412;BRG5D1300045
312;36621;T0390262619;BRSGL9900033
312;1335901;T0390262619;BRCHX0700012
312;1336741;T0390262619;BRCHX0700031
312;1822079;T0390262619;BRCHX1000051
312;1822080;T0390262619;BRCHX1000032
312;3262547;T0390262619;
312;3809334;T0390262619;BR03D1300630
312;6296439;T0390262619;BRX5L1400048
312;16065361;T0390262619;
312;16067450;T0390262619;BRUV71700637
312;16072343;T0390262619;BRUM71706967
314;458265;T0390000802;BREMI7700574
314;679918;T0390000802;BRECI0200121
314;1773582;T0390000802;BRECI0400024
314;2587703;T0390000802;BRS1D1200015
316;1034789;T0390262620;BRSGL9200097
316;1143828;T0390262620;BRSGL8300177
316;1229303;T0390262620;BRSGL9200147
316;1319114;T0390262620;BRAMD0001124
316;2374973;T0390262620;BRSGL0700288
316;2488870;T0390262620;BRESM1100001
316;11967823;T0390262620;BRSME9700766
316;12055914;T0390262620;BRPGD9700481
316;12733292;T0390262620;BRBIB1600015
318;10066;T0390000813;
318;418924;T0390000813;
318;631964;T0390000813;BRGCD0300427
318;956926;T0390000813;BRWMB0400764
318;1118013;T0390000813;BRWMB0400638
318;1320248;T0390000813;BRRGE0700161
318;1320286;T0390000813;BRRGE0700146
318;1544196;T0390000813;BRWMB9701772
318;2423873;T0390000813;BRWMB9600585
318;3759208;T0390000813;
318;18758491;T0390000813;BROWM1900013
320;48634;T0044064109;BREMI0000105
320;923392;T0044064109;BRROJ0500001
320;9917097;T0044064109;BXRYB1400028
320;13888219;T0044064109;BREMI8100786
325;42811;T0390000857;BRABZ9900045
325;54998;T0390000857;BREMI6100700
325;249296;T0390000857;BREMI9000254
325;393957;T0390000857;BRSME6300002
325;441277;T0390000857;BREMI6200181
325;638223;T0390000857;BRTPA0300279
325;683568;T0390000857;
325;889187;T0390000857;BRAMD0001888
325;889363;T0390000857;
325;961072;T0390000857;BRABZ0100074
325;995737;T0390000857;BRMPC0400737
325;1055886;T0390000857;BRAPI0401333
325;1056102;T0390000857;BRLKP0600016
325;1056374;T0390000857;BRLKP0600023
325;1084932;T0390000857;USRC16508017
325;1325337;T0390000857;BRREE0700029
325;1511565;T0390000857;BRED60800033
325;1537922;T0390000857;BREMI6100301
325;1542700;T0390000857;BRPUI0400183
