work_id,track_id
221,21857
221,26358
225,13098
225,16253
225,317463
225,318537
225,362972
225,374160
225,529269
225,635535
225,825039
225,826082
225,1072047
225,1468190
225,1943118
225,1971272
225,2244805
225,5978982
225,9720007
225,13400644
225,18319242
228,1146317
228,1934601
228,1958375
228,1958602
228,2004224
228,2012577
230,2190
230,5271
230,13622
230,467767
230,606309
230,836692
230,1093444
230,1567426
230,2550303
230,2600282
230,2934095
230,3095294
230,3232999
237,319424
237,570655
237,3526203
237,11829348
237,12679515
237,12870770
247,249243
247,249244
247,964952
247,1362798
253,309670
253,594846
253,1062485
253,1663392
253,3749861
253,3789014
254,14592
254,15217
254,39289
254,249247
254,1849729
254,3093839
254,3093840
257,2165
257,23317
257,112892
257,1961933
257,6028181
258,17909
258,1106919
258,3094370
258,3094371
258,9202572
258,18095711
262,17749
262,485678
262,1587370
262,12245582
271,36609
271,6293868
284,15599
284,453807
284,1081988
284,2163653
284,11348541
286,4853
286,441201
286,1045927
286,1354433
286,1354514
286,1849820
294,3472
294,491988
294,652400
294,1072034
294,1211149
294,1468189
294,1744241
294,2084693
294,2450196
294,2746663
294,3746303
294,14280053
294,18126383
297,322804
297,546610
297,791641
297,836903
297,974017
297,1088672
297,1393098
297,2492453
297,2594932
297,3350532
299,2556
299,837419
302,441985
302,442012
302,1270484
302,2165028
302,2591757
302,3272661
302,5827892
302,12554731
304,1610
304,559956
304,683931
304,814559
304,838653
304,907122
304,6291768
308,1698
308,53906
308,113944
308,837426
308,1207252
308,1811149
308,1847926
308,1913458
308,3776960
312,36621
312,1335901
312,1336741
312,1822079
312,1822080
312,3262547
312,3809334
312,6296439
312,16065361
312,16067450
312,16072343
314,458265
314,679918
314,1773582
314,2587703
316,1034789
316,1143828
316,1229303
316,1319114
316,2374973
316,2488870
316,11967823
316,12055914
316,12733292
318,10066
318,418924
318,631964
318,956926
318,1118013
318,1320248
318,1320286
318,1544196
318,2423873
318,3759208
318,18758491
320,48634
320,923392
320,9917097
320,13888219
325,42811
325,54998
325,249296
325,393957
325,441277
325,638223
325,683568
325,889187
325,889363
325,961072
325,995737
325,1055886
325,1056102
325,1056374
325,1084932
325,1325337
325,1511565
325,1537922
325,1542700
325,1960858
325,1988715
325,2039975
325,2094352
325,2285706
325,2450227
325,6085446
326,19638
326,2067914
326,12304938
326,15481054
331,13008
331,20141
331,33101
331,1149032
331,9203314
334,5574
334,13221
334,12240566
334,12240912
341,249304
341,249305
341,484581
341,1922372
341,2450282
341,3273037
342,249308
342,284330
342,470989
342,471002
342,587934
342,597813
342,700208
342,889859
342,1178543
342,1256430
342,1312605
342,1407950
342,1520869
342,1586594
342,1753968
342,1843583
342,2587691
342,5978270
346,15901
346,2107261
346,12614268
348,1785472
348,2457708
348,3381549
348,6014786
349,24186
349,1289643
349,1753421
349,1753535
353,39150
353,249310
353,451602
353,477247
353,582973
353,1287692
353,1480965
353,2252219
353,2488443
353,2488503
353,3240996
353,3241176
361,13719
361,29911
361,560978
361,1505684
361,1676282
361,2435192
363,16365
363,44385
363,46155
363,249315
363,573672
363,1726969
363,2103209
363,2588147
363,3242424
363,9204030
363,11836129
365,10054
365,18882
365,23895
365,35616
365,36999
365,44434
365,45971
365,969216
365,1009152
365,1122187
365,1361511
365,1407410
365,1575237
365,5827899
366,589739
366,836973
366,862347
366,11967695
366,12392186
368,28228
368,272681
368,319185
368,354510
368,863531
368,2025913
368,2584277
368,2593005
368,2734187
368,2734416
368,2734417
368,2734661
368,5827928
368,12751457
368,12821336
368,13887737
376,54569
376,2112510
376,2367310
376,5747708
376,17103547
378,16337
378,33106
378,1746793
378,2029980
379,16290
379,26455
379,687259
379,871225
379,1852191
379,9964361
379,11016820
379,18020638
380,21159
380,33100
380,618436
380,12699361
383,8944
383,618077
383,936193
383,1025807
383,1076827
383,9802148
387,18921
387,25259
387,249321
387,982978
387,3342157
393,20678
393,2229209
395,20515
395,687180
395,1113235
395,1390525
398,7598
398,24227
398,249322
398,2734963
398,11349722
398,20311086
406,481043
406,1116465
406,3287884
411,429518
411,441734
411,1034791
411,5824805
411,15103218
415,486243
415,630836
415,1847929
415,2229181
417,21607
417,606364
417,814658
417,2550797
417,3281698
417,19134725
418,15723
418,54950
418,423515
418,423584
418,470311
418,656748
418,657342
418,857906
418,862799
418,901301
418,1055558
418,3493909
418,11349701
418,20349613
420,958892
420,2738332
423,11058
423,649676
423,2515216
427,249351
427,446052
427,812360
427,1538228
427,1575068
427,1781043
427,4142129
427,13950353
428,316107
428,470047
428,632144
428,1312603
428,1476346
428,1542896
428,1546489
428,1999806
428,2219783
428,6230056
434,14067
434,362159
434,1767840
434,3094110
434,10748311
435,17911
435,2551164
435,13833387
437,9712
437,34983
437,249354
437,303150
437,1229317
437,1818389
437,12681682
437,12757959
442,33461
442,1276552
442,1630877
442,2587558
446,33553
446,38137
446,52954
446,112894
446,249363
446,456763
446,552036
446,671676
446,702232
446,805952
446,817565
446,1130274
446,1903899
446,2597948
446,2735907
446,3095102
446,6289969
446,11596231
446,11758248
446,12089909
446,12617871
446,16150243
446,19494754
447,249366
447,649093
447,984754
447,1407071
447,1407100
447,1749488
447,2515222
452,33517
452,348568
452,635528
452,822224
452,923411
452,1880095
452,13888216
452,15106270
453,20009
453,303598
453,606290
453,2140386
453,5827865
457,8165
457,639829
457,1051020
457,1875559
457,2586150
457,3093681
457,3093981
457,6253460
459,5440
459,17774
459,560940
459,568006
459,668490
459,1313039
459,1847928
459,2212381
459,9945831
466,319019
466,619887
466,808568
466,1176607
466,2148770
466,12038748
468,19962
468,21715
468,23466
468,489905
468,862267
468,1009674
468,2086722
468,9719999
468,10429652
468,12677028
468,17449581
475,35376
475,249389
475,557735
475,572401
475,822334
475,1026171
475,1406064
475,3398453
475,3399080
475,3400656
475,12575675
475,12575676
475,14901151
475,14901152
478,26286
478,857811
478,1052154
478,1517482
478,1642463
478,2423571
485,5441
485,5739298
485,5827894
485,11360751
488,39908
488,389913
488,1109386
488,2375300
488,2429508
488,3793577
488,11436689
488,11947889
488,12087079
488,20029168
488,20035691
488,20296050
488,20296097
489,52302
489,249396
489,502832
489,867007
489,899521
489,969166
489,1380460
489,1531980
489,2416600
489,15383443
489,15403561
489,16849520
489,19702861
492,18329
492,25345
492,592305
492,666165
493,12900
493,2596593
493,2596594
493,2596605
493,6320318
493,6320374
493,6320403
493,10390118
493,15423098
493,15484422
493,18236141
493,18655315
493,18655320
493,18735931
493,18735933
493,20301735
494,3982
494,4155
494,24143
494,54538
494,643427
494,943407
494,13360192
495,24978
495,54333
495,249403
495,1026707
495,2579345
497,30241
497,857793
497,1628672
507,8859
507,15983
507,16049
507,28675
507,249418
507,309645
507,366331
507,593911
507,594110
507,594120
507,594124
507,594139
507,594154
507,1165707
507,1201683
507,1342525
507,1424234
507,1653426
507,1828865
507,2479777
507,2550404
507,2747249
507,3009288
507,3809335
507,5745198
507,9064282
507,9522614
507,9720000
507,13652075
515,577800
515,686506
517,21134
517,28934
517,670108
517,822243
517,874404
517,895823
517,1045448
517,1048537
517,1341400
517,2394665
517,2732829
517,12162204
519,6836
519,21327
519,51477
519,283191
519,471058
519,473034
519,528942
519,606282
519,1122191
519,1156587
519,1561842
519,1762648
519,2108621
519,3255921
519,9197905
519,15422342
524,25371
524,696284
524,957251
524,1330603
524,1402868
524,10055530
524,14261488
524,14261533
525,26792
525,601052
525,1061404
525,3093906
525,16355844
527,15571
527,38339
527,600467
527,657103
527,2936660
533,18903
533,35191
533,908636
533,909039
533,1477944
536,673181
536,3258096
538,37069
538,48592
538,378140
538,489806
538,830551
538,995847
538,1275847
538,1753979
538,2077096
538,2202451
538,2732753
538,2937007
538,5827905
538,9927756
538,9927757
538,10989250
538,11844083
539,19526
539,44234
539,112895
539,594794
539,813054
539,856113
539,956357
539,1956946
539,1960039
539,9720003
539,13400648
546,30031
546,3092412
547,664996
547,1368947
547,1387239
547,1856494
547,1931539
547,1938149
547,2016252
547,2042989
554,12010
554,15953
554,32474
554,300367
554,396575
554,621461
554,837663
554,1130078
554,1390778
554,2450278
554,11947765
554,13080608
555,16339
555,371040
555,2032069
555,2559990
555,2560005
555,10884285
557,1773635
557,2500934
558,43573
558,447431
558,638581
558,697288
558,993950
558,1353942
558,3431699
558,17787216
564,23891
564,300375
565,16668
565,3248169
565,3776964
565,12239786
565,12830738
566,24280
566,37313
566,54053
566,301051
566,823753
566,846465
566,1111384
566,1167671
566,1318659
566,1754743
566,2367293
566,2726013
566,11341953
566,11735417
569,5443
569,5608
569,249474
569,302941
569,444153
569,810828
569,2489979
569,3399078
569,17255440
571,24307
571,112896
571,489707
571,1039812
571,1527803
571,2433181
571,2602413
571,2934096
571,13566122
571,16532606
573,42944
573,605063
573,1490728
573,1678650
573,5925866
575,11670
575,18270
575,18886
575,24803
575,420356
575,430117
575,475357
575,489816
575,491451
575,1026734
575,1388790
575,1481725
575,1651979
575,1895681
575,19684102
577,11297
577,993682
577,1517693
577,2362078
580,15140
580,29689
580,559598
580,9948632
581,357760
581,875567
581,979883
581,9935182
581,11577549
583,5215
583,699500
583,15166745
585,17320
585,249490
585,982966
585,1674083
592,249495
592,249496
592,10949628
592,12427059
593,533711
593,889219
593,1043172
593,1537868
593,1854087
596,20953
596,23966
596,26198
596,30115
596,38138
596,249498
596,307073
596,491615
596,833773
596,915648
596,1141770
596,1183712
596,1390531
596,1495751
596,2336819
596,4137238
596,5829651
596,9064300
596,11542241
596,14721353
596,14934905
596,16985472
596,17297836
596,19179841
596,20269839
597,6709
597,11764
597,249501
597,814013
597,1122978
597,1437442
597,11846181
598,13355
598,2500059
598,11593450
600,17508
600,483544
600,4412447
600,13560338
600,17348514
601,4551
601,614076
601,1162174
602,9107
602,639831
602,657689
602,837110
602,1364203
602,2571543
602,3091494
602,10884268
603,16743
603,19483
603,36659
603,841933
603,1184201
603,1368674
603,2496207
603,3097289
603,3262090
603,3926789
603,6266369
605,9955
605,44151
605,604871
605,1444563
605,1741086
605,2735051
606,352016
606,1401414
607,1086655
607,1831093
607,1950268
607,2010708
607,3298191
607,10018992
610,16320
610,249508
610,502374
610,547029
610,794589
610,11591738
614,19628
614,44748
614,813277
614,1107139
614,1720835
614,3097292
617,13864
617,39992
617,249520
617,446088
617,1058529
617,1078058
618,249522
618,1810267
619,606271
619,670311
619,933538
619,1567530
619,2122938
619,16532599
626,16733
626,396613
626,824910
626,1626822
637,27531
637,54920
641,331211
641,679663
641,681686
641,806586
641,947358
641,1512494
641,2593001
642,35054
642,40167
642,249540
642,489713
642,504114
642,672559
642,673171
642,1317050
642,9361848
642,9720016
643,11464
643,15594
643,249543
643,506062
643,590838
643,826101
643,947134
643,1039362
643,2094351
643,10079355
643,12751051
644,16737
644,641430
644,1711889
644,3831375
644,5494097
644,6240356
646,249547
646,445163
647,9759
647,13130
647,36511
647,36531
647,51667
647,318584
647,475375
647,506336
647,618689
647,800668
647,1130300
647,1228209
647,1684275
647,3416822
647,3686904
647,5755614
647,9235907
647,13360191
647,15166748
647,16578923
649,55400
649,1364205
649,1847916
649,1899587
649,3276648
649,6240799
649,11600469
649,16297798
649,17993658
650,249555
650,623545
650,649701
650,967388
650,1094270
650,1653421
650,1769105
650,2141551
650,6304989
650,11505089
650,16339103
652,35069
652,452253
652,453792
652,680993
652,853376
652,1104670
652,1256810
652,1452906
652,1759206
652,2076232
652,13359876
657,694505
657,1374940
657,2218274
657,11664220
658,10595
658,13992
658,249560
658,504160
658,535817
658,2106796
658,2743083
658,3091852
658,11573702
659,19833
659,21426
659,249565
659,249567
659,355076
659,360221
659,425247
659,483131
659,555635
659,653337
659,1382048
659,1576634
659,1720371
659,1720468
659,1761030
659,2438389
659,2578288
659,2594449
659,3247738
659,4127978
659,9720017
659,10389745
659,10487647
659,14296701
659,18309401
659,18754991
659,19307614
661,249571
661,364555
661,656365
661,3092729
665,32475
665,1605177
665,10439386
668,23152
668,30363
668,475963
668,580497
668,858042
668,979424
668,1035442
668,1559350
668,18026564
669,6559
669,33414
669,40506
669,47016
669,823577
669,1482908
669,1519055
669,5925844
669,16162618
669,16170102
670,14775
670,389867
670,1035450
670,2375301
670,2551107
670,11967673
672,39805
672,392393
672,666336
672,710991
672,811267
672,885125
672,1231563
672,1233314
672,1855623
672,2148291
672,2366244
672,2929947
672,11481071
674,392103
674,820933
674,923368
674,1728033
674,2008081
674,2171514
674,2334860
674,2437517
674,6134074
674,10481337
674,10958565
674,16137084
674,19249054
680,16438
680,249595
680,588811
680,670326
680,849580
680,985202
680,1937603
680,19272690
682,16493
682,18599
682,19167
682,358984
682,592163
682,669473
682,940256
682,1231137
682,1720365
682,3097821
682,3246535
682,9720022
685,9857
685,424756
685,492200
685,581345
685,689329
685,2587725
685,2952285
685,3251976
685,3809362
685,9025152
685,9149474
685,11832578
686,284994
686,447017
686,595913
686,814650
686,1144668
686,1209838
686,1285870
686,1310302
686,1520544
686,1566485
686,12683438
692,17606
692,31242
692,652616
692,689279
692,799215
692,1251023
692,2139134
692,2147580
692,2178327
692,2186757
692,3746305
692,5681750
692,6044923
692,6310146
692,11468390
692,11514162
692,15755820
693,685631
693,816411
693,1662454
693,9296702
698,249617
698,963226
699,16744
699,18703
699,19481
699,425306
699,500389
699,1043658
699,15503947
704,13242
704,13302
704,35215
704,348181
704,419411
704,419412
704,419416
704,956331
704,2423430
704,2423601
704,2597432
705,249623
705,369159
705,1527823
709,313127
709,313129
709,313137
709,852114
709,2069757
710,4349
710,692080
710,1179460
710,1179665
710,1184533
711,446944
711,548215
711,800536
711,18307849
712,13348
712,47758
712,485677
712,496928
712,504253
712,557813
712,641382
712,1053301
712,1087402
712,1192737
712,1559345
712,6018785
712,15966419
712,16496204
714,683474
714,901419
714,1037250
714,3093486
718,249637
718,2127173
719,12012
719,19754
719,29663
719,267675
719,810723
719,2572272
719,2748668
719,12682168
720,23901
720,312029
723,824688
723,931826
723,1566488
723,1754088
723,3287033
727,13336
727,286252
727,1205898
727,2592506
729,17319
729,39143
729,618676
729,1080603
729,2280819
729,2461633
729,2509832
729,3848198
729,5827917
729,19182086
731,12067
731,25305
731,606922
731,1331159
731,2515580
731,10390091
733,16116
733,319508
733,388941
733,1043654
733,3232288
736,9556
736,10252
736,18359
736,33068
736,44380
736,44485
736,47631
736,249664
736,249665
736,312215
736,484155
736,505447
736,572697
736,585076
736,811286
736,811368
736,811444
736,868112
736,1105830
736,1466832
736,1784442
736,1849027
736,2105805
736,2212654
736,2438391
736,2438413
736,2607437
736,11735418
738,21456
738,6297438
740,7119
740,792772
740,933559
740,1526425
740,1871266
740,2130139
740,16069121
743,44405
743,653715
743,1283965
743,1569861
743,3256984
744,10209537
744,13902923
745,473023
745,583607
745,649734
745,656265
745,700301
745,791548
745,851648
745,1555387
745,11337495
745,11342127
746,316667
746,496622
746,595171
746,666055
746,1044613
746,1044754
746,2266664
746,3696640
746,11340192
746,17769690
746,19376762
748,7181
748,885826
752,7967
752,1896758
757,1100443
757,1337605
757,2217649
757,2357408
757,3707442
758,122352
758,249691
760,12203
760,35994
760,945004
760,1502821
760,1659042
760,3241285
760,9950894
760,14140177
760,14144539
764,20166
764,2738333
768,7395
768,638255
768,688696
768,1106949
768,1126008
768,3091319
768,5128568
768,10390325
769,17455
769,1829687
777,6634
777,355094
777,440793
777,676817
777,1390867
777,1390914
778,35227
778,249705
778,288599
778,606920
778,2725739
780,249709
780,282925
780,283508
780,622386
780,1662583
780,2741163
785,1098702
785,1268983
785,1366814
785,1662376
785,1738260
785,1740423
785,1741694
785,1955026
785,2018576
785,2024911
785,2034920
785,2040179
785,2043603
785,2043617
785,2073994
785,2074160
785,2075398
785,2091187
785,2094198
785,2327414
785,2377310
785,2626432
785,3155405
785,3326875
785,6205023
785,6263605
785,11349845
785,11851782
785,18849277
789,4016
789,7638
789,9299
789,9499
789,11883
789,19321
789,23105
789,25308
789,27536
789,30915
789,33696
789,44218
789,47828
789,47912
789,47913
789,47914
789,47916
789,47918
789,47919
789,47920
789,50494
789,51139
789,53893
789,54995
789,316840
789,568543
789,606329
789,632157
789,632538
789,638237
789,854126
789,889757
789,891491
789,956391
789,961026
789,995882
789,1004014
789,1036436
789,1050012
789,1078037
789,1196186
789,1273370
789,1318657
789,1405867
789,1450324
789,1511554
789,1576354
789,2316337
789,2336270
789,2382150
789,2439328
789,2450199
789,2583141
789,2597636
789,2747214
789,3091747
789,3092829
789,3092906
789,3156322
789,3293539
789,3298938
789,3696645
789,5978968
789,14285409
789,16849498
790,23153
790,44504
790,249720
790,979414
790,1211977
790,4139083
790,12673315
790,12673316
790,12699248
793,475080
793,641402
793,913893
793,1565918
793,1699573
793,1759222
793,2384999
793,2572013
793,2572081
793,12690299
793,13420153
793,16365761
793,18064932
793,18088383
795,10835
795,6012915
798,564589
798,793137
798,915181
798,933557
798,1438855
798,1741709
798,3682285
798,12080981
802,3232768
802,3242185
805,14255
805,2732770
809,36016
809,249728
809,1235953
809,1496597
813,9000
813,12392
813,112904
813,355781
813,623443
813,637358
813,691974
813,1021840
813,1130281
813,1304708
813,1471226
813,1477811
813,2735908
813,3261697
813,17017713
813,20102485
814,18099
814,1852282
816,662984
816,708905
816,1084502
817,5576
817,55182
817,489184
817,687618
817,1059121
817,1078060
817,2245679
817,3281004
817,11734845
817,12240559
817,14258222
819,664982
819,694233
819,794816
819,897174
822,14779
822,15371
822,29574
822,37980
822,38444
822,312049
822,475920
822,485327
822,486581
822,502431
822,504310
822,591025
822,714937
822,1013919
822,1035457
822,1511471
822,1521003
822,1677932
822,1875489
822,2726150
822,5681752
822,6361978
822,13628467
822,18238502
836,249759
836,355433
836,475729
836,854666
836,1251952
836,1322042
836,1711196
836,10937738
836,15478861
836,18004749
836,18712896
838,12447
838,32482
838,491166
838,1721602
838,1880548
838,2564958
838,2579358
838,9917101
838,9961138
838,15106267
838,16496671
840,14373
840,44313
841,13887
841,39801
841,941666
841,2596607
841,3793582
841,6310016
841,6320292
841,10405109
841,10405110
842,249765
842,249766
842,3093195
842,5829246
842,10386430
842,12871171
845,22019
845,26294
845,2597423
855,1035967
855,1999121
856,21875
856,289275
856,289297
856,467857
856,611424
856,824307
856,947493
856,1130323
856,1527746
856,2390434
856,11577554
857,10755
857,11689
857,35017
857,357730
857,475843
857,568146
857,800666
857,822518
857,872000
857,926645
857,1511489
857,2500390
857,2594520
857,2595857
857,6291785
857,12255902
858,20145
858,494937
858,678327
858,814616
858,1477205
858,3759212
858,9064357
865,249782
865,1222656
871,9908
871,564395
871,679921
871,944519
871,1432332
871,2727229
871,2727230
871,4091601
871,13539280
871,19128897
871,19182433
871,19702868
873,1036662
873,1727300
873,11552558
877,403500
877,3092195
881,32165
881,1094235
881,1849843
881,3246597
881,4132785
888,36569
888,112905
888,249790
888,455037
888,563704
888,1210041
888,1476213
888,3261180
888,3911014
888,11958500
890,25891
890,40170
890,249792
890,436705
890,984643
892,11038
892,25897
892,47826
892,280680
892,312259
892,354169
892,454386
892,1107336
892,1557762
892,1595770
892,1678172
892,1720472
892,2229406
892,2584938
892,2594253
892,2594998
892,2732748
892,3241834
892,3251194
892,5824812
892,11696975
893,395277
893,1879428
893,14297593
896,249801
896,438729
896,19873486
899,26797
899,959056
899,1141459
899,1316925
899,1477035
899,17546427
902,36620
902,249807
902,504243
902,623976
902,956795
902,1057445
902,15365105
902,15365108
902,16086918
902,16341318
902,18295997
904,18222
904,2404171
905,35396
905,39975
905,425019
905,425023
905,425030
905,534208
905,546366
905,664264
905,1331527
905,1676716
905,1847967
905,6240789
905,10488056
906,9657
906,39951
906,687122
906,1059114
906,1078062
906,1372659
906,1506890
906,1507959
906,2246294
906,2560971
906,2560984
906,3281005
906,14242383
906,16149847
912,6770
912,2586167
912,2748190
912,3089480
913,15517
913,30199
913,34932
913,42039
913,47747
913,47896
913,112906
913,112907
913,123188
913,241035
913,249822
913,273083
913,356772
913,356965
913,357004
913,357019
913,357257
913,372983
913,418777
913,449504
913,475864
913,618036
913,852273
913,950345
913,988213
913,1227688
913,1519043
913,2416639
913,2429515
913,2499767
913,2500962
913,2570940
913,2734956
913,2739029
913,2748869
913,5733687
913,9201981
913,11349709
916,4329
916,9251
916,21819
916,27107
916,49091
916,312239
916,355385
916,430177
916,2104907
916,3094258
916,6317857
916,12757952
918,20572
918,23344
918,1546033
921,233919
921,484474
921,2563379
921,4139528
923,304612
923,585656
923,803735
923,1130172
923,2501773
923,2594893
923,11340189
923,15404067
924,16917
924,24341
924,25747
924,687222
924,967787
924,2562427
924,2747243
926,37315
926,54850
926,249836
926,643659
926,2367292
926,10387764
928,4015
928,276635
928,561445
928,572378
928,602151
928,847489
928,945375
928,945560
928,1383889
928,1477779
928,1538203
928,1638692
928,1847938
928,2108377
928,2439329
928,2481244
928,2585076
928,2595005
928,3095000
928,3095059
928,3526270
928,5827921
928,11024080
928,13940887
931,548150
931,713568
931,818306
931,1562141
931,3353050
931,5941216
931,11090720
931,11090721
931,20420969
933,1043711
933,11969333
933,14305715
933,16114574
936,13989
936,37697
936,799235
936,947008
936,2111779
936,2139133
936,5681736
936,6045041
936,10945887
937,16331
937,38144
937,636458
937,1390533
937,1510878
937,20177426
938,23394
938,28762
938,47622
938,820868
938,830723
938,844430
938,876912
938,1046249
938,1653428
938,2095464
938,2287218
938,3157019
938,3600003
938,11751719
938,14289788
938,14298755
938,14619515
941,44311
941,281641
941,568161
941,981648
941,981675
